"singular","IP","experimentName","group","picture","response0","see_pl","see_sg","sound1","sound2","time","trialnumber","userCode","userFileName","view","pl.exists","remove","plural","vowel","shape","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"b-chuk","12.28.192.38","fixed4b01","trochee","boat","nib-tuk","false","false",7,NA,2011-11-01 17:34:05,35,"ZIX30 12.28.192.38",30,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","69.133.116.105","fixed4b01","iamb","elmo","nib-chuk","false","true",1,NA,2011-11-01 15:00:19,34,"ZBH15 69.133.116.105",15,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","66.168.81.24","fixed4b01","trochee","bed","a-chi","false","false",3,NA,2011-11-02 14:53:10,47,"VPI107 66.168.81.24",107,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","76.179.18.106","fixed4b01","iamb","lantern","b-chik","false","true",1,NA,2011-11-01 14:26:19,20,"PYK11 76.179.18.106",11,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","99.26.140.227","fixed4b01","trochee","puppy","nib-chuk","false","true",1,NA,2011-11-01 16:33:56,23,"TKP17 99.26.140.227",17,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","70.174.173.33","fixed4b01","iamb","frog","b-chik","false","true",1,NA,2011-11-02 05:11:33,25,"IJO73 70.174.173.33",73,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","74.141.100.247","fixed4b01","trochee","glasses","nib-juk","false","false",1,NA,2011-11-01 17:33:45,36,"GCH35 74.141.100.247",35,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","108.2.82.178","fixed4b01","iamb","damsel","b-chik","false","true",2,1,2011-11-02 09:06:13,16,"XGH91 108.2.82.178",91,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","189.34.55.57","fixed4b01","iamb","gift","b-chik","false","true",1,NA,2011-11-02 04:59:16,28,"BFY71 189.34.55.57",71,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","24.179.68.128","fixed4b01","iamb","clown","b-chok","false","true",1,NA,2011-11-02 12:14:59,21,"TPT97 24.179.68.128",97,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"b-chuk","50.8.10.85","fixed4b01","iamb","panda","b-chik","false","false",1,NA,2011-11-02 06:51:20,40,"UAT89 50.8.10.85",89,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","75.109.143.146","fixed4b01","trochee","queen","b-chik","false","true",1,NA,2011-11-01 18:53:17,34,"REN49 75.109.143.146",49,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","68.190.54.152","fixed4b01","trochee","plant","boch-k","false","false",1,NA,2011-11-01 18:24:47,40,"RDO43 68.190.54.152",43,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","o","uo",FALSE,"o-","trochee",FALSE,FALSE
"b-chuk","71.192.161.210","fixed4b01","trochee","glasses","nib-chuk","false","true",1,NA,2011-11-01 14:15:03,32,"YXK4 71.192.161.210",4,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","67.41.99.209","fixed4b01","trochee","bed","b-chik","false","true",1,1,2011-11-02 14:58:31,15,"KAR111 67.41.99.209",111,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","152.2.218.131","fixed4b01","iamb","ipod","b-chik","false","true",1,1,2011-11-02 06:03:44,9,"JDI79 152.2.218.131",79,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","69.235.85.190","fixed4b01","iamb","clown","b-chik","false","true",1,1,2011-11-01 14:23:05,10,"PZY10 69.235.85.190",10,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","74.243.216.236","fixed4b01","trochee","tv","nib-chuk","false","false",3,NA,2011-11-02 15:07:14,48,"UJA110 74.243.216.236",110,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","68.111.84.165","fixed4b01","iamb","ball","b-chik","false","true",1,1,2011-11-01 20:02:44,14,"JFZ62 68.111.84.165",62,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","98.85.220.20","fixed4b01","iamb","witch","b-chik","false","false",3,NA,2011-11-01 19:50:32,36,"EAQ57 98.85.220.20",57,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","76.94.100.202","fixed4b01","iamb","winnie","b-chik","false","true",1,1,2011-11-02 12:10:02,17,"VTX97 76.94.100.202",97,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","74.89.75.130","fixed4b01","trochee","hippo","nib-chuk","false","true",1,NA,2011-11-01 14:19:01,28,"MQU6 74.89.75.130",6,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","71.254.88.120","fixed4b01","iamb","anteater","h-chik","false","false",3,NA,2011-11-01 18:10:08,36,"ONH36 71.254.88.120",36,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","96.39.33.2","fixed4b01","iamb","jester","b-chik","false","true",1,1,2011-11-02 05:53:41,12,"NGI78 96.39.33.2",78,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","75.54.237.220","fixed4b01","trochee","flower","b-chek","false","false",1,NA,2011-11-02 15:43:55,49,"YOW112 75.54.237.220",112,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","e","ue",FALSE,"-e","iamb",TRUE,FALSE
"b-chuk","208.54.39.132","fixed4b01","iamb","robot","b-chik","false","true",2,1,2011-11-01 17:10:57,11,"ZCC30 208.54.39.132",30,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","65.50.34.222","fixed4b01","iamb","penguin","b-chek","false","true",1,1,2011-11-02 10:41:23,16,"WIZ95 65.50.34.222",95,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","e","ue",FALSE,"-e","iamb",TRUE,FALSE
"b-chuk","97.97.150.33","fixed4b01","iamb","church","bechuk","false","false",1,NA,2011-11-01 17:25:23,44,"OKA34 97.97.150.33",34,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","71.12.171.84","fixed4b01","iamb","gift","","true","true",1,1,2011-11-01 19:10:07,8,"RAL51 71.12.171.84",51,"train.ejs",FALSE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","68.191.178.26","fixed4b01","trochee","cake","nib-chuk","false","true",1,NA,2011-11-02 14:12:54,29,"SZJ100 68.191.178.26",100,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","68.83.216.46","fixed4b01","trochee","dress","nibecho-k","false","false",1,NA,2011-11-01 18:32:34,40,"HYE44 68.83.216.46",44,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","76.198.225.74","fixed4b01","iamb","robot","","true","true",1,1,2011-11-02 10:34:27,4,"FVC94 76.198.225.74",94,"train.ejs",FALSE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","108.70.71.53","fixed4b01","iamb","castle","b-chik","false","true",1,1,2011-11-01 16:45:43,10,"NHQ22 108.70.71.53",22,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","99.56.220.128","fixed4b01","iamb","puppy","ba-choc","false","false",3,NA,2011-11-01 18:48:52,45,"QLM45 99.56.220.128",45,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","24.73.0.252","fixed4b01","iamb","skull","b-chik","false","true",1,1,2011-11-01 16:53:50,18,"BTX21 24.73.0.252",21,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","24.98.219.158","fixed4b01","iamb","castle","nib-chuk","false","true",2,NA,2011-11-02 09:23:19,26,"JBR93 24.98.219.158",93,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","108.32.177.121","fixed4b01","trochee","puppy","btu-k","false","false",4,NA,2011-11-01 19:14:26,44,"ILG50 108.32.177.121",50,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"u-","trochee",FALSE,FALSE
"b-chuk","24.5.222.97","fixed4b01","trochee","ipod","","true","true",3,2,2011-11-02 14:39:58,4,"HOD107 24.5.222.97",107,"train.ejs",FALSE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","208.54.86.252","fixed4b01","trochee","flag","nib-chuk","false","true",2,NA,2011-11-02 15:35:36,25,"FQL112 208.54.86.252",112,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","96.242.15.124","fixed4b01","trochee","damsel","nib-chuk","false","true",1,NA,2011-11-01 16:29:09,28,"FTK16 96.242.15.124",16,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","71.218.62.224","fixed4b01","iamb","snake","b-chik","false","true",1,1,2011-11-02 12:14:03,12,"PKR98 71.218.62.224",98,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","98.231.56.109","fixed4b01","iamb","snake","b-chik","false","true",1,NA,2011-11-02 10:45:08,32,"MXA96 98.231.56.109",96,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","98.66.44.252","fixed4b01","iamb","clown","b-chek","false","true",1,NA,2011-11-01 18:46:32,29,"QBS46 98.66.44.252",46,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","e","ue",FALSE,"-e","iamb",TRUE,FALSE
"b-chuk","69.253.145.89","fixed4b01","trochee","teddy","b-chik","false","true",1,1,2011-11-02 14:30:04,19,"RXQ103 69.253.145.89",103,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","75.21.87.84","fixed4b01","iamb","dog","nin-juk","false","false",3,NA,2011-11-01 16:44:34,38,"MCN19 75.21.87.84",19,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","216.218.120.126","fixed4b01","iamb","turtle","b-chik","false","true",1,NA,2011-11-01 18:20:50,33,"IQC41 216.218.120.126",41,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","96.243.60.207","fixed4b01","iamb","winnie","nibe-chuk","false","false",1,NA,2011-11-01 19:50:19,44,"KEB55 96.243.60.207",55,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","66.27.107.224","fixed4b01","trochee","ballerina","b-chik","false","true",1,NA,2011-11-02 14:48:10,34,"NQX107 66.27.107.224",107,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","173.25.120.68","fixed4b01","iamb","house","","true","true",1,1,2011-11-01 16:35:40,8,"XBQ18 173.25.120.68",18,"train.ejs",FALSE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","71.63.241.210","fixed4b01","iamb","bottle","b-chik","false","true",1,1,2011-11-01 14:25:23,11,"XYV12 71.63.241.210",12,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","99.156.238.151","fixed4b01","trochee","piglet","nib-chuk","false","true",1,NA,2011-11-01 14:19:50,32,"JBQ8 99.156.238.151",8,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","24.255.35.67","fixed4b01","trochee","bicycle","","true","true",1,1,2011-11-02 14:30:45,7,"NVU105 24.255.35.67",105,"train.ejs",FALSE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","50.82.4.160","fixed4b01","trochee","butterfly","nip-chuk","false","false",2,NA,2011-11-01 14:18:38,39,"EXE6 50.82.4.160",6,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","208.54.90.214","fixed4b01","iamb","llama","b-chek","false","true",2,1,2011-11-02 13:16:11,16,"KVA99 208.54.90.214",99,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","e","ue",FALSE,"-e","iamb",TRUE,FALSE
"b-chuk","108.43.142.13","fixed4b01","trochee","camera","","true","true",1,1,2011-11-02 14:44:33,8,"GNQ108 108.43.142.13",108,"train.ejs",FALSE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","68.36.27.194","fixed4b01","trochee","dolphin","nib-chuk","false","true",1,NA,2011-11-01 14:26:48,23,"IVC11 68.36.27.194",11,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"b-chuk","76.20.42.195","fixed4b01","trochee","tree","b-chak","false","true",1,NA,2011-11-01 16:52:33,25,"BSF23 76.20.42.195",23,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","a","ua",FALSE,"-a","iamb",TRUE,FALSE
"b-chuk","67.86.79.15","fixed4b01","iamb","lantern","b-chik","false","true",1,1,2011-11-02 04:50:18,14,"VHL70 67.86.79.15",70,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","98.77.0.48","fixed4b01","iamb","jester","b-chik","false","true",1,1,2011-11-02 05:19:09,14,"AGQ75 98.77.0.48",75,"train.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","144.89.189.131","fixed4b01","iamb","plant","b-chak","false","true",1,NA,2011-11-01 18:27:23,27,"GQI44 144.89.189.131",44,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","a","ua",FALSE,"-a","iamb",TRUE,FALSE
"b-chuk","76.200.133.109","fixed4b01","iamb","racket","","true","true",1,1,2011-11-01 17:17:51,8,"GCI34 76.200.133.109",34,"train.ejs",FALSE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","173.162.212.50","fixed4b01","iamb","bicycle","b-chik","false","true",1,NA,2011-11-02 09:03:31,29,"CBC90 173.162.212.50",90,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","71.190.34.67","fixed4b01","trochee","sun","bi-chuk","false","true",1,NA,2011-11-01 16:45:33,21,"RYP21 71.190.34.67",21,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","147.9.141.88","fixed4b01","trochee","coconut","b-chik","false","true",1,NA,2011-11-02 14:34:43,34,"BDG104 147.9.141.88",104,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","184.1.39.101","fixed4b01","iamb","mickey","b-chok","false","true",1,NA,2011-11-01 19:49:01,30,"SQU56 184.1.39.101",56,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"b-chuk","189.34.55.57","fixed4b01","iamb","racket","","true","true",1,1,2011-11-02 05:00:11,7,"BSH72 189.34.55.57",72,"train.ejs",FALSE,FALSE,"b-chik","u","iamb","bəʧuk","","u",FALSE,"","",FALSE,FALSE
"b-chuk","200.88.227.64","fixed4b01","iamb","dress","b-chik","false","true",1,NA,2011-11-01 18:00:30,21,"FBT37 200.88.227.64",37,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"b-chuk","50.51.6.133","fixed4b01","trochee","cards","kich-k","false","false",1,NA,2011-11-01 16:46:40,46,"CFX18 50.51.6.133",18,"test.ejs",TRUE,FALSE,"b-chik","u","iamb","bəʧuk","i","ui",TRUE,"i-","trochee",FALSE,FALSE
"b-ndef","71.190.34.67","fixed4b01","trochee","dragon","bun-dif","false","false",1,NA,2011-11-01 16:48:38,41,"RYP21 71.190.34.67",21,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"b-ndef","76.94.100.202","fixed4b01","iamb","ear","b-ndof","false","true",1,1,2011-11-02 12:08:47,12,"VTX97 76.94.100.202",97,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","99.156.238.151","fixed4b01","trochee","flower","nib-ndef","false","true",1,NA,2011-11-01 14:18:58,24,"JBQ8 99.156.238.151",8,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"b-ndef","24.5.222.97","fixed4b01","trochee","elephant","b-ndof","false","true",1,1,2011-11-02 14:43:31,15,"HOD107 24.5.222.97",107,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","24.179.68.128","fixed4b01","iamb","apple","b-nduf","false","true",1,NA,2011-11-02 12:15:59,24,"TPT97 24.179.68.128",97,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","u","eu",FALSE,"-u","iamb",TRUE,FALSE
"b-ndef","69.133.116.105","fixed4b01","iamb","queen","nibn-def","false","false",1,NA,2011-11-01 15:09:31,49,"ZBH15 69.133.116.105",15,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"b-ndef","76.179.18.106","fixed4b01","iamb","ballerina","b-ndof","false","true",1,1,2011-11-01 14:25:33,16,"PYK11 76.179.18.106",11,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","66.212.221.41","fixed4b01","iamb","glasses","nib-ndef","false","true",1,NA,2011-11-01 19:50:05,30,"PXS54 66.212.221.41",54,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"b-ndef","144.89.189.131","fixed4b01","iamb","apple","b-ndof","false","true",1,1,2011-11-01 18:25:47,16,"GQI44 144.89.189.131",44,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","65.50.34.222","fixed4b01","iamb","heart","b-dif","false","false",1,NA,2011-11-02 10:46:34,35,"WIZ95 65.50.34.222",95,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","i","ei",FALSE,"-i","iamb",TRUE,FALSE
"b-ndef","108.43.142.13","fixed4b01","trochee","car","","true","true",1,1,2011-11-02 14:44:00,4,"GNQ108 108.43.142.13",108,"train.ejs",FALSE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"b-ndef","76.177.73.208","fixed4b01","trochee","church","nib-ndef","false","true",1,NA,2011-11-01 17:11:52,30,"HAX29 76.177.73.208",29,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"b-ndef","98.66.44.252","fixed4b01","iamb","palm","inb-ndef","false","true",1,NA,2011-11-01 18:47:01,31,"QBS46 98.66.44.252",46,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"b-ndef","24.98.219.158","fixed4b01","iamb","chair","b-ndof","false","true",1,1,2011-11-02 09:21:31,18,"JBR93 24.98.219.158",93,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","71.12.171.84","fixed4b01","iamb","car","b-ndof","false","true",1,1,2011-11-01 19:11:50,13,"RAL51 71.12.171.84",51,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","50.13.201.36","fixed4b01","trochee","bag","b-ndof","false","true",2,NA,2011-11-01 20:22:04,20,"WYQ66 50.13.201.36",66,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","74.243.216.236","fixed4b01","trochee","jester","","true","true",1,1,2011-11-02 14:55:14,8,"UJA110 74.243.216.236",110,"train.ejs",FALSE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"b-ndef","98.77.0.48","fixed4b01","iamb","damsel","b-ndof","false","true",1,1,2011-11-02 05:20:00,18,"AGQ75 98.77.0.48",75,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","50.8.10.85","fixed4b01","iamb","ladybug","","true","true",1,1,2011-11-02 06:43:07,6,"UAT89 50.8.10.85",89,"train.ejs",FALSE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"b-ndef","66.168.81.24","fixed4b01","trochee","elmo","en-dic","false","false",7,NA,2011-11-02 14:49:47,37,"VPI107 66.168.81.24",107,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"b-ndef","98.231.56.109","fixed4b01","iamb","ipod","b-ndof","false","true",1,1,2011-11-02 10:43:10,17,"MXA96 98.231.56.109",96,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","147.9.141.88","fixed4b01","trochee","teddy","b-ndof","false","true",1,1,2011-11-02 14:31:15,16,"BDG104 147.9.141.88",104,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","98.85.220.20","fixed4b01","iamb","bird","","true","true",1,1,2011-11-01 19:45:34,8,"EAQ57 98.85.220.20",57,"train.ejs",FALSE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"b-ndef","68.191.178.26","fixed4b01","trochee","duck","b-ndof","false","true",1,1,2011-11-02 14:09:46,15,"SZJ100 68.191.178.26",100,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","71.200.59.119","fixed4b01","iamb","hippo","","true","true",1,1,2011-11-02 05:46:23,8,"XHV78 71.200.59.119",78,"train.ejs",FALSE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"b-ndef","173.70.86.63","fixed4b01","trochee","acorn","bend-p","false","false",1,NA,2011-11-01 19:54:28,45,"HZB59 173.70.86.63",59,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","e","ee",FALSE,"e-","trochee",FALSE,FALSE
"b-ndef","96.243.60.207","fixed4b01","iamb","eye","b-ndof","false","true",1,1,2011-11-01 19:44:49,19,"KEB55 96.243.60.207",55,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","69.255.196.246","fixed4b01","iamb","dog","b-ndof","false","true",1,1,2011-11-01 19:57:26,12,"CAY61 69.255.196.246",61,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","69.235.85.190","fixed4b01","iamb","phone","b-ndof","false","true",1,1,2011-11-01 14:25:36,15,"PZY10 69.235.85.190",10,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","75.54.237.220","fixed4b01","trochee","coffee","b-ndof","false","true",1,1,2011-11-02 15:31:38,9,"YOW112 75.54.237.220",112,"train.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"b-ndef","75.202.51.35","fixed4b01","trochee","jaguar","nib-ndef","false","true",1,NA,2011-11-01 18:18:57,33,"YTU40 75.202.51.35",40,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"b-ndef","208.54.86.252","fixed4b01","trochee","panda","nibend-f","false","false",2,NA,2011-11-02 15:37:57,36,"FQL112 208.54.86.252",112,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","e","ee",FALSE,"e-","trochee",FALSE,FALSE
"b-ndef","76.198.225.74","fixed4b01","iamb","winnie","ben-dif","false","false",2,NA,2011-11-02 10:49:50,48,"FVC94 76.198.225.74",94,"test.ejs",TRUE,FALSE,"b-ndof","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
