"singular","IP","experimentName","group","picture","response0","see_pl","see_sg","sound1","sound2","time","trialnumber","userCode","userFileName","view","pl.exists","remove","plural","vowel","shape","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"ch-pak","71.12.171.84","fixed4b01","iamb","airplane","ch-pok","false","true",1,NA,2011-11-01 19:14:25,24,"RAL51 71.12.171.84",51,"test.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"ch-pak","75.54.237.220","fixed4b01","trochee","bird","ch-pok","false","false",3,NA,2011-11-02 15:43:07,45,"YOW112 75.54.237.220",112,"test.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"ch-pak","216.134.251.175","fixed4b01","trochee","elephant","","true","true",1,1,2011-11-01 16:38:59,4,"VDG20 216.134.251.175",20,"train.ejs",FALSE,FALSE,"ch-pakni","a","iamb","ʧəpak","","a",FALSE,"","",FALSE,FALSE
"ch-pak","208.54.39.132","fixed4b01","iamb","lion","ch-pok","false","false",2,NA,2011-11-01 17:17:41,39,"ZCC30 208.54.39.132",30,"test.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"ch-pak","68.110.240.160","fixed4b01","trochee","cake","nich-pak","false","false",1,NA,2011-11-01 16:45:01,49,"IHZ19 68.110.240.160",19,"test.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"ch-pak","99.26.140.227","fixed4b01","trochee","clown","chipik","false","false",1,NA,2011-11-01 16:38:37,44,"TKP17 99.26.140.227",17,"test.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","","a",FALSE,"","",FALSE,FALSE
"ch-pak","189.34.55.57","fixed4b01","iamb","airplane","nich-pak","false","true",1,1,2011-11-02 05:01:22,12,"BSH72 189.34.55.57",72,"train.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"ch-pak","24.20.45.219","fixed4b01","trochee","clock","nich-pak","false","true",2,1,2011-11-01 14:18:46,13,"ZXC8 24.20.45.219",8,"train.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"ch-pak","174.126.133.36","fixed4b01","trochee","balloon","","true","true",1,1,2011-11-01 14:41:28,5,"RKQ14 174.126.133.36",14,"train.ejs",FALSE,FALSE,"ch-pakni","a","iamb","ʧəpak","","a",FALSE,"","",FALSE,FALSE
"ch-pak","69.207.36.82","fixed4b01","trochee","duck","nich-pak","false","true",1,1,2011-11-01 18:02:50,10,"VTK38 69.207.36.82",38,"train.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"ch-pak","76.179.18.106","fixed4b01","iamb","church","nich-pak","false","true",1,1,2011-11-01 14:24:22,10,"PYK11 76.179.18.106",11,"train.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"ch-pak","216.218.120.126","fixed4b01","iamb","laptop","","true","true",3,1,2011-11-01 18:12:16,5,"IQC41 216.218.120.126",41,"train.ejs",FALSE,FALSE,"ch-pakni","a","iamb","ʧəpak","","a",FALSE,"","",FALSE,FALSE
"ch-pak","200.88.227.64","fixed4b01","iamb","witch","nich-pak","false","true",1,1,2011-11-01 18:00:02,19,"FBT37 200.88.227.64",37,"train.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"ch-pak","76.200.133.109","fixed4b01","iamb","rainbow","ch-pik","false","true",1,NA,2011-11-01 17:21:58,20,"GCI34 76.200.133.109",34,"test.ejs",TRUE,FALSE,"ch-pakni","a","iamb","ʧəpak","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"chak-p","173.25.120.68","fixed4b01","iamb","truck","nichak-p","false","true",1,NA,2011-11-01 16:40:30,29,"XBQ18 173.25.120.68",18,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","65.50.34.222","fixed4b01","iamb","dragon","chak-p","false","true",2,NA,2011-11-02 10:43:04,20,"WIZ95 65.50.34.222",95,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","69.255.196.246","fixed4b01","iamb","dragon","nichak-p","false","true",1,1,2011-11-01 19:59:15,19,"CAY61 69.255.196.246",61,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","108.32.177.121","fixed4b01","trochee","knight","chok-p","false","false",2,NA,2011-11-01 19:14:02,43,"ILG50 108.32.177.121",50,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"chak-p","99.56.220.128","fixed4b01","iamb","balloon","","true","true",1,1,2011-11-01 18:36:32,6,"QLM45 99.56.220.128",45,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","200.88.227.64","fixed4b01","iamb","unicycle","nichog-t","false","false",4,NA,2011-11-01 18:05:45,38,"FBT37 200.88.227.64",37,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"chak-p","50.8.10.85","fixed4b01","iamb","jaguar","nichak-p","false","true",1,NA,2011-11-02 06:49:08,31,"UAT89 50.8.10.85",89,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","50.51.6.133","fixed4b01","trochee","dinosaur","chiko-p","false","false",2,NA,2011-11-01 16:45:36,40,"CFX18 50.51.6.133",18,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","24.98.219.158","fixed4b01","iamb","apple","nichak-p","false","true",1,NA,2011-11-02 09:22:51,24,"JBR93 24.98.219.158",93,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","64.134.228.2","fixed4b01","trochee","dog","nichak-p","false","true",1,1,2011-11-01 17:14:44,9,"BAK32 64.134.228.2",32,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","69.133.116.105","fixed4b01","iamb","umbrella","nichak-p","false","true",1,1,2011-11-01 14:52:57,19,"ZBH15 69.133.116.105",15,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","71.218.62.224","fixed4b01","iamb","bicycle","nichak-p","false","true",1,NA,2011-11-02 12:19:27,30,"PKR98 71.218.62.224",98,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","74.243.216.236","fixed4b01","trochee","monkey","nicho-t","false","false",2,NA,2011-11-02 15:06:30,45,"UJA110 74.243.216.236",110,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"chak-p","69.43.129.125","fixed4b01","trochee","winnie","chek-p","false","true",1,NA,2011-11-01 17:11:23,28,"GNS28 69.43.129.125",28,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","e","ae",FALSE,"e-","trochee",TRUE,FALSE
"chak-p","72.225.17.119","fixed4b01","iamb","plant","nichak-p","false","true",1,1,2011-11-01 19:45:04,14,"PTW56 72.225.17.119",56,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","208.54.90.214","fixed4b01","iamb","monkey","","true","true",1,1,2011-11-02 13:14:30,8,"KVA99 208.54.90.214",99,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","75.21.87.84","fixed4b01","iamb","skull","nichak-p","false","true",1,NA,2011-11-01 16:42:16,32,"MCN19 75.21.87.84",19,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","99.26.140.227","fixed4b01","trochee","palm","","true","true",1,1,2011-11-01 16:30:07,7,"TKP17 99.26.140.227",17,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","76.20.42.195","fixed4b01","trochee","top","nichap-k","false","false",1,NA,2011-11-01 16:57:27,47,"BSF23 76.20.42.195",23,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","24.73.0.252","fixed4b01","iamb","clown","nichak-p","false","true",1,NA,2011-11-01 16:58:32,33,"BTX21 24.73.0.252",21,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","71.190.34.67","fixed4b01","trochee","truck","chik-up","false","false",1,NA,2011-11-01 16:49:42,49,"RYP21 71.190.34.67",21,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","76.177.73.208","fixed4b01","trochee","puppy","nichak-p","false","true",1,1,2011-11-01 17:09:35,14,"HAX29 76.177.73.208",29,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","174.126.133.36","fixed4b01","trochee","butterfly","","true","true",1,1,2011-11-01 14:41:11,4,"RKQ14 174.126.133.36",14,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","75.202.51.35","fixed4b01","trochee","winnie","","true","true",1,1,2011-11-01 18:10:16,5,"YTU40 75.202.51.35",40,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","184.1.39.101","fixed4b01","iamb","ear","chak-f","false","false",2,NA,2011-11-01 19:53:47,49,"SQU56 184.1.39.101",56,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","76.94.100.202","fixed4b01","iamb","chair","nichak-p","false","true",1,1,2011-11-02 12:09:51,16,"VTX97 76.94.100.202",97,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","69.235.85.190","fixed4b01","iamb","house","nichak-p","false","false",1,NA,2011-11-01 14:39:02,45,"PZY10 69.235.85.190",10,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","71.254.88.120","fixed4b01","iamb","lion","n-chak-p","false","true",2,2,2011-11-01 18:04:43,10,"ONH36 71.254.88.120",36,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"","",FALSE,FALSE
"chak-p","147.9.141.88","fixed4b01","trochee","airplane","nichak-p","false","true",1,NA,2011-11-02 14:32:48,25,"BDG104 147.9.141.88",104,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","74.89.75.130","fixed4b01","trochee","cat","chik-p","false","true",2,NA,2011-11-01 14:17:37,20,"MQU6 74.89.75.130",6,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","i","ai",FALSE,"i-","trochee",TRUE,FALSE
"chak-p","108.43.142.13","fixed4b01","trochee","globe","chi-k","false","false",1,NA,2011-11-02 14:51:28,41,"GNQ108 108.43.142.13",108,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","i","ai",FALSE,"i-","trochee",TRUE,FALSE
"chak-p","69.207.36.82","fixed4b01","trochee","apple","","true","true",1,1,2011-11-01 18:01:22,7,"VTK38 69.207.36.82",38,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","98.209.144.108","fixed4b01","trochee","cake","nichak-p","false","true",1,NA,2011-11-01 18:13:09,24,"NJH41 98.209.144.108",41,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","71.197.29.166","fixed4b01","iamb","cat","nichak-p","false","true",1,NA,2011-11-01 18:47:07,31,"THK48 71.197.29.166",48,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","66.168.81.24","fixed4b01","trochee","robot","chik-p","false","true",2,NA,2011-11-02 14:47:55,31,"VPI107 66.168.81.24",107,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","i","ai",FALSE,"i-","trochee",TRUE,FALSE
"chak-p","139.140.210.147","fixed4b01","trochee","lion","nichak-p","false","true",1,NA,2011-11-01 17:17:56,30,"LUT31 139.140.210.147",31,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","71.12.171.84","fixed4b01","iamb","lion","nichakt-f","false","false",1,NA,2011-11-01 19:20:00,49,"RAL51 71.12.171.84",51,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","216.218.120.126","fixed4b01","iamb","fridge","nichak-p","false","true",1,1,2011-11-01 18:13:46,10,"IQC41 216.218.120.126",41,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","96.242.15.124","fixed4b01","trochee","camera","nicha-p","false","false",2,NA,2011-11-01 16:30:12,35,"FTK16 96.242.15.124",16,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","50.129.132.212","fixed4b01","trochee","butterfly","nichak-p","false","true",1,1,2011-11-01 20:06:39,16,"ZMM64 50.129.132.212",64,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","68.190.54.152","fixed4b01","trochee","shirt","nichak-p","false","true",1,NA,2011-11-01 18:21:57,22,"RDO43 68.190.54.152",43,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","76.200.133.109","fixed4b01","iamb","clock","nichak-p","false","true",1,NA,2011-11-01 17:23:24,24,"GCI34 76.200.133.109",34,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","216.134.251.175","fixed4b01","trochee","couch","cho","false","false",4,NA,2011-11-01 16:56:03,35,"VDG20 216.134.251.175",20,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","o","ao",FALSE,"","",FALSE,FALSE
"chak-p","24.5.222.97","fixed4b01","trochee","icecream","nichak-p","false","true",1,NA,2011-11-02 14:45:11,20,"HOD107 24.5.222.97",107,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","98.228.99.214","fixed4b01","trochee","cat","","true","true",1,5,2011-11-02 14:51:20,8,"TBI109 98.228.99.214",109,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","208.54.86.252","fixed4b01","trochee","dog","nichak-p","false","true",1,NA,2011-11-02 15:35:12,23,"FQL112 208.54.86.252",112,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","98.231.56.109","fixed4b01","iamb","witch","","true","true",1,1,2011-11-02 10:41:34,7,"MXA96 98.231.56.109",96,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chak-p","68.36.27.194","fixed4b01","trochee","ballerina","chek-p","false","true",1,NA,2011-11-01 14:27:57,31,"IVC11 68.36.27.194",11,"test.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","e","ae",FALSE,"e-","trochee",TRUE,FALSE
"chak-p","71.192.161.210","fixed4b01","trochee","sumo","nichak-p","false","true",1,1,2011-11-01 14:11:25,13,"YXK4 71.192.161.210",4,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","50.13.201.36","fixed4b01","trochee","globe","nichak-p","false","true",1,1,2011-11-01 20:16:35,9,"WYQ66 50.13.201.36",66,"train.ejs",TRUE,FALSE,"chak-pni","a","trochee","ʧakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"chak-p","108.2.82.178","fixed4b01","iamb","bird","","true","true",1,1,2011-11-02 09:03:41,7,"XGH91 108.2.82.178",91,"train.ejs",FALSE,FALSE,"chak-pni","a","trochee","ʧakəp","","a",FALSE,"","",FALSE,FALSE
"chedr-l","108.43.142.13","fixed4b01","trochee","church","chudr-l","false","true",1,NA,2011-11-02 14:49:06,29,"GNQ108 108.43.142.13",108,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","u","eu",FALSE,"u-","trochee",TRUE,FALSE
"chedr-l","71.254.88.120","fixed4b01","iamb","trampoline","nich-dral","false","false",1,NA,2011-11-01 18:11:47,46,"ONH36 71.254.88.120",36,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","a","ea",FALSE,"-a","iamb",FALSE,FALSE
"chedr-l","76.198.225.74","fixed4b01","iamb","princess","chedr-l","false","false",1,NA,2011-11-02 10:45:34,35,"FVC94 76.198.225.74",94,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","75.54.237.220","fixed4b01","trochee","jester","nichedr-l","false","true",1,NA,2011-11-02 15:37:37,30,"YOW112 75.54.237.220",112,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","108.70.71.53","fixed4b01","iamb","cards","nichedr-l","false","true",1,NA,2011-11-01 16:49:58,22,"NHQ22 108.70.71.53",22,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","144.89.189.131","fixed4b01","iamb","fish","ch-dra","false","false",1,NA,2011-11-01 18:28:42,37,"GQI44 144.89.189.131",44,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","a","ea",FALSE,"-a","iamb",FALSE,FALSE
"chedr-l","108.0.125.68","fixed4b01","trochee","boat","chodr-l","false","true",1,1,2011-11-01 14:19:09,10,"PLV9 108.0.125.68",9,"train.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"chedr-l","99.26.140.227","fixed4b01","trochee","heart","chodr-l","false","true",1,1,2011-11-01 16:30:51,10,"TKP17 99.26.140.227",17,"train.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"chedr-l","68.110.240.160","fixed4b01","trochee","house","chodr-l","false","true",1,1,2011-11-01 16:40:58,19,"IHZ19 68.110.240.160",19,"train.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"chedr-l","122.203.92.186","fixed4b01","trochee","score","nichedr-l","false","true",2,NA,2011-11-01 19:52:12,30,"EPS59 122.203.92.186",59,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","69.207.36.82","fixed4b01","trochee","cards","nichedrom","false","false",4,NA,2011-11-01 18:13:40,44,"VTK38 69.207.36.82",38,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","98.66.44.252","fixed4b01","iamb","queen","che-dril","false","false",1,NA,2011-11-01 18:50:47,46,"QBS46 98.66.44.252",46,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","76.200.133.109","fixed4b01","iamb","superhero","chidr-l","false","true",1,NA,2011-11-01 17:25:16,30,"GCI34 76.200.133.109",34,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","i","ei",FALSE,"i-","trochee",TRUE,FALSE
"chedr-l","139.140.210.147","fixed4b01","trochee","frog","nichedr-l","false","true",1,NA,2011-11-01 17:16:31,21,"LUT31 139.140.210.147",31,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","75.202.51.35","fixed4b01","trochee","witch","","true","true",1,1,2011-11-01 18:10:02,4,"YTU40 75.202.51.35",40,"train.ejs",FALSE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","50.8.10.85","fixed4b01","iamb","surfer","ch-dol","false","false",2,NA,2011-11-02 06:50:10,35,"UAT89 50.8.10.85",89,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","o","eo",TRUE,"-o","iamb",FALSE,FALSE
"chedr-l","69.124.251.235","fixed4b01","iamb","robot","nichedr-l","false","true",1,NA,2011-11-01 21:09:40,34,"RWT67 69.124.251.235",67,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","98.85.220.20","fixed4b01","iamb","laptop","chad-l","false","false",1,NA,2011-11-01 19:52:32,49,"EAQ57 98.85.220.20",57,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","a","ea",FALSE,"a-","trochee",TRUE,FALSE
"chedr-l","71.192.161.210","fixed4b01","trochee","coffee","chodr-l","false","true",1,1,2011-11-01 14:12:18,17,"YXK4 71.192.161.210",4,"train.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"chedr-l","69.43.129.125","fixed4b01","trochee","flag","kedum","false","false",1,NA,2011-11-01 17:12:23,36,"GNS28 69.43.129.125",28,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","74.89.75.130","fixed4b01","trochee","princess","chodr-l","false","true",1,1,2011-11-01 14:13:00,9,"MQU6 74.89.75.130",6,"train.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"chedr-l","174.126.133.36","fixed4b01","trochee","bicycle","","true","true",1,1,2011-11-01 14:42:07,8,"RKQ14 174.126.133.36",14,"train.ejs",FALSE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","65.50.34.222","fixed4b01","iamb","puppy","ch-dril","false","false",1,NA,2011-11-02 10:48:03,43,"WIZ95 65.50.34.222",95,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","i","ei",FALSE,"-i","iamb",FALSE,FALSE
"chedr-l","70.174.173.33","fixed4b01","iamb","lion","nichedr-l","false","false",2,NA,2011-11-02 05:14:32,39,"IJO73 70.174.173.33",73,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","75.109.143.146","fixed4b01","trochee","ladybug","","true","true",1,1,2011-11-01 18:47:19,6,"REN49 75.109.143.146",49,"train.ejs",FALSE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","69.133.116.105","fixed4b01","iamb","flower","niched-l","false","false",1,NA,2011-11-01 15:03:11,38,"ZBH15 69.133.116.105",15,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","68.191.178.26","fixed4b01","trochee","globe","nitredel","false","false",1,NA,2011-11-02 14:14:19,36,"SZJ100 68.191.178.26",100,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","173.70.86.63","fixed4b01","trochee","anteater","","true","true",1,1,2011-11-01 19:48:14,6,"HZB59 173.70.86.63",59,"train.ejs",FALSE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","50.82.4.160","fixed4b01","trochee","tree","chad-rl","false","false",1,NA,2011-11-01 14:20:51,48,"EXE6 50.82.4.160",6,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","a","ea",FALSE,"a-","trochee",TRUE,FALSE
"chedr-l","208.54.86.252","fixed4b01","trochee","laptop","nichedr-l","false","true",1,NA,2011-11-02 15:36:59,32,"FQL112 208.54.86.252",112,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","97.114.74.163","fixed4b01","trochee","cat","irchadr-l","false","false",1,NA,2011-11-01 19:51:21,49,"LFD52 97.114.74.163",52,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
"chedr-l","50.51.6.133","fixed4b01","trochee","surfer","chodr-l","false","true",1,1,2011-11-01 16:39:50,11,"CFX18 50.51.6.133",18,"train.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"chedr-l","68.83.216.46","fixed4b01","trochee","dolphin","nichedr-l","false","true",1,NA,2011-11-01 18:28:56,22,"HYE44 68.83.216.46",44,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","152.2.218.131","fixed4b01","iamb","fridge","nichedr-l","false","true",1,NA,2011-11-02 06:08:25,30,"JDI79 152.2.218.131",79,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"chedr-l","165.123.204.47","fixed4b01","iamb","butterfly","che-dril","false","false",1,NA,2011-11-01 19:56:47,42,"YWK60 165.123.204.47",60,"test.ejs",TRUE,FALSE,"chodr-l","e","trochee","ʧedrəl","","e",FALSE,"","",FALSE,FALSE
