"","X","X.2","X.1","participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.experiment_type.to_s.downcase","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","shape","vowel","group","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"1194",1194,1608,4806,"larbid",728,"ETO727","2011-03-29 11:47:17 UTC","2011-03-29 11:54:42 UTC","fixed","iamb","testing",44,NA,"e","iamb","b-ndef",1,"b-ndof",0,"bendefni","true",1977,"California","","","true","Male",TRUE,"iamb","e","iamb","bəndef","","e",FALSE,"","",FALSE,FALSE
"1195",1195,1609,4807,"larbid",728,"ETO727","2011-03-29 11:47:17 UTC","2011-03-29 11:54:46 UTC","fixed","iamb","testing",45,NA,"a","trochee","parn-k",1,"parn-kni",0,"parnik","true",1977,"California","","","true","Male",TRUE,"trochee","a","iamb","parnək","","a",FALSE,"","",FALSE,FALSE
"1196",1196,1610,4808,"larbid",728,"ETO727","2011-03-29 11:47:17 UTC","2011-03-29 11:54:49 UTC","fixed","iamb","testing",46,NA,"u","trochee","gun-k",1,"gin-k",0,"gunik","true",1977,"California","","","true","Male",TRUE,"trochee","u","iamb","gunək","","u",FALSE,"","",FALSE,FALSE
"1197",1197,1611,4809,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:38:40 UTC","fixed","trochee","learning",1,NA,"u","trochee","sutr-f",1,"sitr-f",1,"","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",FALSE,"trochee","u","trochee","sutrəf","","u",FALSE,"","",FALSE,FALSE
"1198",1198,1612,4810,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:38:47 UTC","fixed","trochee","learning",2,NA,"e","trochee","kef-t",1,"kof-t",1,"","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",FALSE,"trochee","e","trochee","kefət","","e",FALSE,"","",FALSE,FALSE
"1199",1199,1613,4811,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:38:53 UTC","fixed","trochee","learning",3,NA,"a","iamb","br-gam",1,"br-gamni",1,"","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",FALSE,"iamb","a","trochee","brəgam","","a",FALSE,"","",FALSE,FALSE
"1200",1200,1614,4812,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:38:57 UTC","fixed","trochee","learning",4,NA,"a","iamb","r-zal",1,"r-zalni",1,"","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",FALSE,"iamb","a","trochee","rəzal","","a",FALSE,"","",FALSE,FALSE
"1201",1201,1615,4813,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:39:01 UTC","fixed","trochee","learning",5,NA,"u","trochee","bluk-m",1,"blik-m",1,"","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",FALSE,"trochee","u","trochee","blukəm","","u",FALSE,"","",FALSE,FALSE
"1202",1202,1616,4814,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:39:05 UTC","fixed","trochee","learning",6,NA,"u","trochee","lup-t",1,"lip-t",1,"","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",FALSE,"trochee","u","trochee","lupət","","u",FALSE,"","",FALSE,FALSE
"1203",1203,1617,4815,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:39:09 UTC","fixed","trochee","learning",7,NA,"a","iamb","kr-nach",1,"kr-nachni",1,"","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",FALSE,"iamb","a","trochee","krənach","","a",FALSE,"","",FALSE,FALSE
"1204",1204,1618,4816,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:39:14 UTC","fixed","trochee","learning",8,NA,"e","trochee","lef-p",1,"lof-p",1,"","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",FALSE,"trochee","e","trochee","lefəp","","e",FALSE,"","",FALSE,FALSE
"1205",1205,1619,4817,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:39:51 UTC","fixed","trochee","learning",9,NA,"a","trochee","skak-l",1,"skak-lni",2,"skau-ne","true",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","a","trochee","skakəl","","a",FALSE,"","",FALSE,FALSE
"1206",1206,1620,4818,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:40:10 UTC","fixed","trochee","learning",10,NA,"e","trochee","prek-t",1,"prok-t",1,"prok-t","true",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","e","trochee","prekət","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"1207",1207,1621,4819,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:40:26 UTC","fixed","trochee","learning",11,NA,"a","trochee","chak-p",1,"chak-pni",1,"chak-n","true",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","a","trochee","chakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"1208",1208,1622,4820,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:40:43 UTC","fixed","trochee","learning",12,NA,"u","trochee","sum-l",1,"sim-l",1,"sem-l","true",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","u","trochee","suməl","e","ue",FALSE,"e-","trochee",TRUE,FALSE
"1209",1209,1623,4821,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:41:05 UTC","fixed","trochee","learning",13,NA,"a","trochee","parn-k",1,"parn-kni",1,"parn-kpni","true",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","a","trochee","parnək","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"1210",1210,1624,4822,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:41:19 UTC","fixed","trochee","learning",14,NA,"u","trochee","prus-m",1,"pris-m",1,"pris-m","true",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","u","trochee","prusəm","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"1211",1211,1625,4823,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:41:30 UTC","fixed","trochee","learning",15,NA,"e","trochee","sheb-f",1,"shob-f",1,"shob-f","true",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","e","trochee","shebəf","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"1212",1212,1626,4824,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:41:40 UTC","fixed","trochee","learning",16,NA,"e","trochee","sef-k",1,"sof-k",1,"sof-k","true",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","e","trochee","sefək","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"1213",1213,1627,4825,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:42:10 UTC","fixed","trochee","testing",17,NA,"a","trochee","zant-m",1,"zant-mni",0,"zint-m","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","a","trochee","zantəm","i","ai",FALSE,"i-","trochee",TRUE,FALSE
"1214",1214,1628,4826,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:42:19 UTC","fixed","trochee","testing",18,NA,"u","trochee","sutr-f",1,"sitr-f",0,"sitr-f","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","u","trochee","sutrəf","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"1215",1215,1629,4827,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:42:25 UTC","fixed","trochee","testing",19,NA,"a","trochee","stam-ch",1,"stam-chni",0,"stim-ch","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","a","trochee","staməch","i","ai",FALSE,"i-","trochee",TRUE,FALSE
"1216",1216,1630,4828,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:42:32 UTC","fixed","trochee","testing",20,NA,"u","trochee","lup-t",1,"lip-t",0,"lip-t","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","u","trochee","lupət","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"1217",1217,1631,4829,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:42:38 UTC","fixed","trochee","testing",21,NA,"u","iamb","t-shuf",1,"t-shif",0,"t-shif","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"iamb","u","trochee","təshuf","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"1218",1218,1632,4830,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:42:46 UTC","fixed","trochee","testing",22,NA,"u","iamb","g-sut",1,"g-sit",0,"g-sit","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"iamb","u","trochee","gəsut","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"1219",1219,1633,4831,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:42:52 UTC","fixed","trochee","testing",23,NA,"e","trochee","lef-p",1,"lof-p",0,"lef-t","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"trochee","e","trochee","lefəp","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"1220",1220,1634,4832,"larvae",729,"YFI728","2011-03-29 12:37:41 UTC","2011-03-29 12:42:59 UTC","fixed","trochee","testing",24,NA,"u","iamb","k-nul",1,"k-nil",0,"k-nil","false",1972,"Pennsylvania","Thought this study was a little odd.","none","true","Female",TRUE,"iamb","u","trochee","kənul","i","ui",TRUE,"-i","iamb",TRUE,TRUE
